1.878720402717590332e+00,1.787094116210937500e+00,1.797444105148315430e+00,1.954893469810485840e+00,1.816176652908325195e+00,1.833246946334838867e+00,1.761876821517944336e+00,1.825349450111389160e+00,1.848655939102172852e+00,1.938223242759704590e+00,1.831292748451232910e+00,1.838593482971191406e+00,1.772663116455078125e+00,1.953005433082580566e+00,1.858317255973815918e+00,1.898843765258789062e+00,1.816103816032409668e+00,1.879273414611816406e+00,1.815520763397216797e+00,1.781456828117370605e+00,1.889147043228149414e+00,1.852475881576538086e+00,1.748164653778076172e+00,1.903035879135131836e+00,1.827292203903198242e+00,1.826146245002746582e+00,1.826645374298095703e+00,1.811461925506591797e+00,1.751103043556213379e+00,1.834339022636413574e+00,1.820726871490478516e+00,1.880811333656311035e+00,1.839422106742858887e+00,1.818905591964721680e+00,1.829698562622070312e+00,1.761661052703857422e+00,1.869710445404052734e+00,1.828181385993957520e+00,1.780290365219116211e+00,1.772068262100219727e+00,1.848091959953308105e+00,1.807755947113037109e+00,1.712336301803588867e+00,1.795135498046875000e+00,1.789131045341491699e+00,1.786841869354248047e+00,1.837560892105102539e+00,1.803317308425903320e+00,1.801844835281372070e+00,1.749051332473754883e+00,1.775168180465698242e+00,1.669448494911193848e+00,1.758400082588195801e+00,1.747380614280700684e+00,1.839392662048339844e+00,1.705629110336303711e+00,1.874585390090942383e+00,1.857520580291748047e+00,1.849719524383544922e+00,1.889543294906616211e+00,1.803328990936279297e+00,1.793347835540771484e+00,1.831145524978637695e+00,1.779448986053466797e+00,1.774531841278076172e+00,1.802388429641723633e+00,1.766816139221191406e+00,1.804588198661804199e+00,1.833445549011230469e+00
1.716982841491699219e+00,1.816963434219360352e+00,1.748024702072143555e+00,1.764350891113281250e+00,1.748341798782348633e+00,1.780179738998413086e+00,1.757655739784240723e+00,1.729369640350341797e+00,1.842341899871826172e+00,1.842236161231994629e+00,1.819815278053283691e+00,1.734946370124816895e+00,1.794751763343811035e+00,1.723360300064086914e+00,1.811824560165405273e+00,1.724945545196533203e+00,1.814760327339172363e+00,1.723976850509643555e+00,1.778458237648010254e+00,1.740018606185913086e+00,1.771494150161743164e+00,1.761130571365356445e+00,1.784962415695190430e+00,1.717246055603027344e+00,1.713674306869506836e+00,1.758061647415161133e+00,1.701784610748291016e+00,1.801288723945617676e+00,1.720932006835937500e+00,1.826763033866882324e+00,1.698476791381835938e+00,1.707258224487304688e+00,1.671499967575073242e+00,1.768226146697998047e+00,1.808992505073547363e+00,1.738586306571960449e+00,1.739228487014770508e+00,1.710551500320434570e+00,1.802543401718139648e+00,1.782308578491210938e+00,1.753873586654663086e+00,1.745450258255004883e+00,1.770847320556640625e+00,1.732192873954772949e+00,1.744844913482666016e+00,1.800692319869995117e+00,1.847591638565063477e+00,1.785503149032592773e+00,1.717548847198486328e+00,1.807897210121154785e+00,1.796633958816528320e+00,1.731975317001342773e+00,1.720888137817382812e+00,1.742355227470397949e+00,1.725441098213195801e+00,1.742152094841003418e+00,1.792397975921630859e+00,1.745591640472412109e+00,1.674231410026550293e+00,1.711299896240234375e+00,1.788669586181640625e+00,1.734032392501831055e+00,1.759027242660522461e+00,1.714878082275390625e+00,1.765123724937438965e+00,1.759373188018798828e+00,1.693022847175598145e+00,1.752481460571289062e+00,1.721071362495422363e+00
1.692910194396972656e+00,1.800798058509826660e+00,1.671446681022644043e+00,1.742245674133300781e+00,1.744490742683410645e+00,1.736864089965820312e+00,1.727641344070434570e+00,1.588240861892700195e+00,1.699244618415832520e+00,1.761065840721130371e+00,1.781010627746582031e+00,1.783333182334899902e+00,1.706492662429809570e+00,1.720221996307373047e+00,1.736273050308227539e+00,1.660945415496826172e+00,1.671833157539367676e+00,1.738890647888183594e+00,1.625321865081787109e+00,1.818858146667480469e+00,1.663263797760009766e+00,1.832158088684082031e+00,1.767731666564941406e+00,1.745043992996215820e+00,1.722837924957275391e+00,1.794909238815307617e+00,1.771770715713500977e+00,1.814510583877563477e+00,1.750219583511352539e+00,1.749569416046142578e+00,1.664387106895446777e+00,1.730204224586486816e+00,1.724071979522705078e+00,1.705443978309631348e+00,1.845121145248413086e+00,1.637626886367797852e+00,1.728699922561645508e+00,1.651922702789306641e+00,1.841038465499877930e+00,1.751205921173095703e+00,1.727352142333984375e+00,1.700163841247558594e+00,1.714759349822998047e+00,1.750118494033813477e+00,1.704380273818969727e+00,1.785303831100463867e+00,1.724635601043701172e+00,1.702955842018127441e+00,1.745315551757812500e+00,1.768498778343200684e+00,1.708681941032409668e+00,1.761353969573974609e+00,1.676208496093750000e+00,1.719882607460021973e+00,1.742137193679809570e+00,1.739180326461791992e+00,1.704475998878479004e+00,1.678174138069152832e+00,1.709902405738830566e+00,1.657688856124877930e+00,1.743065118789672852e+00,1.731598138809204102e+00,1.787467002868652344e+00,1.782926559448242188e+00,1.723852396011352539e+00,1.767105817794799805e+00,1.704603791236877441e+00,1.665017127990722656e+00,1.792237281799316406e+00
1.729542851448059082e+00,1.702897548675537109e+00,1.704052209854125977e+00,1.659857392311096191e+00,1.726731061935424805e+00,1.784848213195800781e+00,1.750642538070678711e+00,1.785431861877441406e+00,1.752345085144042969e+00,1.647701501846313477e+00,1.759628295898437500e+00,1.816414594650268555e+00,1.762197494506835938e+00,1.763675212860107422e+00,1.691481709480285645e+00,1.707856416702270508e+00,1.694627761840820312e+00,1.782453536987304688e+00,1.747169613838195801e+00,1.752617597579956055e+00,1.782098650932312012e+00,1.703553557395935059e+00,1.712731003761291504e+00,1.787503719329833984e+00,1.773398399353027344e+00,1.708721280097961426e+00,1.709133863449096680e+00,1.692608356475830078e+00,1.704846978187561035e+00,1.668497085571289062e+00,1.668828248977661133e+00,1.653475522994995117e+00,1.771823048591613770e+00,1.706798791885375977e+00,1.777619123458862305e+00,1.712230920791625977e+00,1.675929069519042969e+00,1.616295099258422852e+00,1.677109718322753906e+00,1.675021290779113770e+00,1.669557929039001465e+00,1.766208529472351074e+00,1.785038948059082031e+00,1.718050956726074219e+00,1.722172021865844727e+00,1.776895761489868164e+00,1.689306974411010742e+00,1.732942938804626465e+00,1.703073740005493164e+00,1.770371317863464355e+00,1.602903604507446289e+00,1.739654660224914551e+00,1.703949928283691406e+00,1.764126300811767578e+00,1.670132994651794434e+00,1.719396352767944336e+00,1.708012938499450684e+00,1.748059511184692383e+00,1.684982538223266602e+00,1.709326863288879395e+00,1.689592599868774414e+00,1.732900381088256836e+00,1.750927448272705078e+00,1.730166912078857422e+00,1.644610404968261719e+00,1.696670174598693848e+00,1.620272636413574219e+00,1.663244128227233887e+00,1.723712563514709473e+00
1.646364927291870117e+00,1.723242044448852539e+00,1.657304167747497559e+00,1.786373615264892578e+00,1.685298323631286621e+00,1.775976419448852539e+00,1.760220527648925781e+00,1.709088563919067383e+00,1.718082666397094727e+00,1.749341964721679688e+00,1.727517485618591309e+00,1.700924634933471680e+00,1.784513235092163086e+00,1.761990547180175781e+00,1.638235807418823242e+00,1.724097728729248047e+00,1.750306010246276855e+00,1.753437876701354980e+00,1.692184090614318848e+00,1.710440278053283691e+00,1.752065539360046387e+00,1.634560585021972656e+00,1.743900537490844727e+00,1.692304372787475586e+00,1.676916599273681641e+00,1.738745689392089844e+00,1.710642933845520020e+00,1.693764209747314453e+00,1.690145254135131836e+00,1.685118436813354492e+00,1.711534023284912109e+00,1.719072222709655762e+00,1.671013116836547852e+00,1.707963943481445312e+00,1.743122577667236328e+00,1.749963998794555664e+00,1.684694170951843262e+00,1.729043960571289062e+00,1.670958518981933594e+00,1.700654268264770508e+00,1.723812580108642578e+00,1.685835599899291992e+00,1.750522375106811523e+00,1.725253343582153320e+00,1.703848958015441895e+00,1.752436399459838867e+00,1.778705358505249023e+00,1.744188547134399414e+00,1.724571228027343750e+00,1.690477132797241211e+00,1.763186693191528320e+00,1.724857807159423828e+00,1.675806879997253418e+00,1.649708032608032227e+00,1.654034733772277832e+00,1.651346325874328613e+00,1.732347369194030762e+00,1.760865688323974609e+00,1.730627298355102539e+00,1.704094648361206055e+00,1.700491547584533691e+00,1.697556018829345703e+00,1.664962530136108398e+00,1.712396144866943359e+00,1.739855527877807617e+00,1.669159770011901855e+00,1.596432685852050781e+00,1.711199879646301270e+00,1.677393317222595215e+00
1.680326819419860840e+00,1.649569749832153320e+00,1.702982902526855469e+00,1.673281908035278320e+00,1.805211901664733887e+00,1.710756778717041016e+00,1.612781047821044922e+00,1.724024772644042969e+00,1.704806804656982422e+00,1.698240160942077637e+00,1.765460491180419922e+00,1.658017635345458984e+00,1.755383491516113281e+00,1.797330021858215332e+00,1.657399415969848633e+00,1.714246749877929688e+00,1.721923589706420898e+00,1.726005554199218750e+00,1.766794681549072266e+00,1.727042913436889648e+00,1.707668781280517578e+00,1.675761699676513672e+00,1.737908124923706055e+00,1.724317312240600586e+00,1.764914989471435547e+00,1.811858534812927246e+00,1.635549068450927734e+00,1.686703681945800781e+00,1.701842665672302246e+00,1.682847261428833008e+00,1.733433008193969727e+00,1.701193332672119141e+00,1.611304998397827148e+00,1.659397125244140625e+00,1.721375703811645508e+00,1.652226448059082031e+00,1.691867232322692871e+00,1.695555210113525391e+00,1.714475631713867188e+00,1.666856408119201660e+00,1.670254707336425781e+00,1.642062067985534668e+00,1.608267784118652344e+00,1.760993480682373047e+00,1.715445876121520996e+00,1.725159883499145508e+00,1.656151890754699707e+00,1.749456882476806641e+00,1.603954553604125977e+00,1.746418952941894531e+00,1.771594762802124023e+00,1.769850730895996094e+00,1.837533712387084961e+00,1.690603733062744141e+00,1.739675045013427734e+00,1.686532020568847656e+00,1.642079830169677734e+00,1.740643501281738281e+00,1.754980564117431641e+00,1.688870906829833984e+00,1.647629737854003906e+00,1.713413596153259277e+00,1.759680390357971191e+00,1.682595014572143555e+00,1.727243900299072266e+00,1.741558551788330078e+00,1.612010478973388672e+00,1.639883756637573242e+00,1.675064086914062500e+00
1.726389050483703613e+00,1.667842745780944824e+00,1.678748488426208496e+00,1.608292341232299805e+00,1.676800012588500977e+00,1.702680110931396484e+00,1.752527594566345215e+00,1.701896190643310547e+00,1.696390748023986816e+00,1.718329429626464844e+00,1.732460379600524902e+00,1.655906915664672852e+00,1.693813800811767578e+00,1.749387025833129883e+00,1.609560012817382812e+00,1.702651977539062500e+00,1.803318262100219727e+00,1.760742664337158203e+00,1.739259958267211914e+00,1.763732552528381348e+00,1.809021711349487305e+00,1.654325008392333984e+00,1.729625701904296875e+00,1.618790745735168457e+00,1.708582401275634766e+00,1.822497606277465820e+00,1.709571123123168945e+00,1.602834463119506836e+00,1.767745971679687500e+00,1.732233285903930664e+00,1.632185697555541992e+00,1.660993814468383789e+00,1.734312772750854492e+00,1.686451435089111328e+00,1.681114196777343750e+00,1.652014493942260742e+00,1.678109645843505859e+00,1.669350385665893555e+00,1.697857379913330078e+00,1.697913646697998047e+00,1.742198824882507324e+00,1.685392618179321289e+00,1.742167711257934570e+00,1.701718211174011230e+00,1.648834824562072754e+00,1.630196332931518555e+00,1.595188975334167480e+00,1.788616418838500977e+00,1.725962162017822266e+00,1.771713256835937500e+00,1.605816364288330078e+00,1.615259408950805664e+00,1.667015790939331055e+00,1.689012050628662109e+00,1.705956816673278809e+00,1.704598069190979004e+00,1.775372743606567383e+00,1.710689306259155273e+00,1.725384354591369629e+00,1.711183786392211914e+00,1.761389255523681641e+00,1.682011365890502930e+00,1.761753559112548828e+00,1.638736963272094727e+00,1.700375318527221680e+00,1.605022192001342773e+00,1.758385896682739258e+00,1.705064058303833008e+00,1.694816350936889648e+00
1.757320642471313477e+00,1.731489896774291992e+00,1.669807434082031250e+00,1.757254123687744141e+00,1.592794537544250488e+00,1.670746803283691406e+00,1.738536596298217773e+00,1.721658706665039062e+00,1.706152558326721191e+00,1.722854852676391602e+00,1.704135894775390625e+00,1.659733772277832031e+00,1.662806034088134766e+00,1.627245903015136719e+00,1.615197658538818359e+00,1.721278190612792969e+00,1.741931557655334473e+00,1.583587646484375000e+00,1.651923656463623047e+00,1.699908614158630371e+00,1.706660628318786621e+00,1.637861251831054688e+00,1.647312998771667480e+00,1.725648641586303711e+00,1.681570768356323242e+00,1.843535780906677246e+00,1.770850419998168945e+00,1.755602717399597168e+00,1.726324319839477539e+00,1.686100840568542480e+00,1.758876442909240723e+00,1.671586871147155762e+00,1.645977258682250977e+00,1.682135581970214844e+00,1.750765085220336914e+00,1.683687448501586914e+00,1.676120042800903320e+00,1.674143910408020020e+00,1.739438772201538086e+00,1.663521289825439453e+00,1.662749052047729492e+00,1.717345952987670898e+00,1.718379735946655273e+00,1.701404809951782227e+00,1.681100845336914062e+00,1.608501434326171875e+00,1.636928439140319824e+00,1.835675477981567383e+00,1.794057011604309082e+00,1.632127523422241211e+00,1.698184609413146973e+00,1.693429827690124512e+00,1.657609820365905762e+00,1.661323547363281250e+00,1.675061106681823730e+00,1.744553089141845703e+00,1.712328672409057617e+00,1.698786139488220215e+00,1.797862768173217773e+00,1.746656656265258789e+00,1.616115570068359375e+00,1.646700263023376465e+00,1.756980419158935547e+00,1.721875667572021484e+00,1.670204520225524902e+00,1.727430701255798340e+00,1.614109277725219727e+00,1.687518596649169922e+00,1.654013633728027344e+00
1.710832834243774414e+00,1.621933937072753906e+00,1.600965738296508789e+00,1.741072893142700195e+00,1.710405111312866211e+00,1.601080179214477539e+00,1.652872323989868164e+00,1.784150719642639160e+00,1.767146944999694824e+00,1.672673821449279785e+00,1.704129815101623535e+00,1.765648365020751953e+00,1.675709009170532227e+00,1.679789423942565918e+00,1.733254432678222656e+00,1.721508502960205078e+00,1.782775878906250000e+00,1.636052966117858887e+00,1.755989909172058105e+00,1.612192869186401367e+00,1.742474198341369629e+00,1.726281881332397461e+00,1.630051255226135254e+00,1.725437283515930176e+00,1.714722871780395508e+00,1.712555527687072754e+00,1.672163486480712891e+00,1.668078422546386719e+00,1.661363244056701660e+00,1.694735050201416016e+00,1.726472735404968262e+00,1.717051982879638672e+00,1.707547783851623535e+00,1.723773598670959473e+00,1.648904085159301758e+00,1.694751858711242676e+00,1.639567732810974121e+00,1.707042336463928223e+00,1.616438984870910645e+00,1.720047712326049805e+00,1.734714508056640625e+00,1.692953586578369141e+00,1.701305866241455078e+00,1.705562114715576172e+00,1.736023545265197754e+00,1.668748617172241211e+00,1.633889675140380859e+00,1.640264034271240234e+00,1.697132110595703125e+00,1.708910226821899414e+00,1.771671533584594727e+00,1.676733732223510742e+00,1.765825390815734863e+00,1.677327632904052734e+00,1.696265220642089844e+00,1.682508587837219238e+00,1.654595971107482910e+00,1.772593259811401367e+00,1.702269196510314941e+00,1.649834394454956055e+00,1.632761001586914062e+00,1.725829124450683594e+00,1.631759881973266602e+00,1.664129972457885742e+00,1.634754419326782227e+00,1.628075003623962402e+00,1.695494890213012695e+00,1.672862052917480469e+00,1.745359897613525391e+00
1.691809415817260742e+00,1.786893129348754883e+00,1.675461053848266602e+00,1.708004593849182129e+00,1.739656686782836914e+00,1.729558706283569336e+00,1.715906143188476562e+00,1.693643927574157715e+00,1.679965257644653320e+00,1.651815414428710938e+00,1.719794988632202148e+00,1.705733418464660645e+00,1.651677608489990234e+00,1.605937004089355469e+00,1.718218564987182617e+00,1.691964626312255859e+00,1.760654211044311523e+00,1.723955631256103516e+00,1.644840478897094727e+00,1.729263186454772949e+00,1.762669086456298828e+00,1.666345238685607910e+00,1.707588553428649902e+00,1.651457071304321289e+00,1.623386740684509277e+00,1.763803720474243164e+00,1.682173252105712891e+00,1.735803365707397461e+00,1.621731281280517578e+00,1.603701591491699219e+00,1.669471502304077148e+00,1.680025815963745117e+00,1.666264533996582031e+00,1.721092939376831055e+00,1.766253471374511719e+00,1.729579925537109375e+00,1.717304825782775879e+00,1.672306299209594727e+00,1.643335103988647461e+00,1.623401403427124023e+00,1.727173805236816406e+00,1.749136686325073242e+00,1.671694755554199219e+00,1.621677994728088379e+00,1.763794779777526855e+00,1.628657460212707520e+00,1.652136564254760742e+00,1.622857809066772461e+00,1.728399276733398438e+00,1.697004318237304688e+00,1.662242412567138672e+00,1.603704690933227539e+00,1.688547015190124512e+00,1.622960329055786133e+00,1.640178918838500977e+00,1.760045289993286133e+00,1.713620066642761230e+00,1.689129471778869629e+00,1.666128873825073242e+00,1.717610239982604980e+00,1.575031995773315430e+00,1.740876436233520508e+00,1.772724270820617676e+00,1.653976440429687500e+00,1.652353048324584961e+00,1.650030136108398438e+00,1.654067039489746094e+00,1.672317862510681152e+00,1.736571073532104492e+00
