2.80E+01,3.10E+01,2.80E+01,3.00E+01,2.90E+01,2.60E+01,2.60E+01,3.10E+01,2.90E+01,2.90E+01,3.10E+01,3.00E+01,3.10E+01,3.10E+01,2.80E+01,2.90E+01,2.90E+01,2.80E+01,2.80E+01,2.80E+01,3.20E+01,3.20E+01,2.80E+01,2.80E+01,3.00E+01,2.90E+01,2.80E+01,2.70E+01,2.90E+01,2.60E+01,2.70E+01,2.80E+01,3.00E+01,2.50E+01,2.70E+01,2.90E+01,3.10E+01,2.70E+01,2.90E+01,3.20E+01,2.90E+01,2.90E+01,2.80E+01,3.00E+01,3.20E+01,3.00E+01,3.00E+01,2.50E+01,2.70E+01,2.90E+01,2.80E+01,2.80E+01,2.70E+01,2.70E+01,2.80E+01,2.90E+01,3.00E+01,2.90E+01,2.70E+01,3.00E+01,2.70E+01,2.80E+01,2.80E+01,2.70E+01,2.30E+01,3.10E+01,3.00E+01,2.80E+01,3.00E+01,2.90E+01,3.00E+01,2.70E+01,2.50E+01,2.70E+01,2.70E+01,2.80E+01,3.10E+01,2.60E+01,2.80E+01,2.90E+01,2.70E+01,2.50E+01,2.80E+01,3.10E+01,3.00E+01,3.00E+01,2.90E+01,3.10E+01,2.90E+01,2.90E+01,3.20E+01,2.60E+01,2.80E+01,3.00E+01,2.80E+01,2.80E+01,3.00E+01,3.00E+01,3.10E+01,2.90E+01,2.70E+01,3.10E+01,2.90E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,2.90E+01,2.80E+01,2.80E+01,3.00E+01,2.70E+01,2.50E+01,2.50E+01,2.40E+01,3.00E+01,3.00E+01,2.80E+01,2.60E+01,2.80E+01,2.80E+01,2.80E+01,3.10E+01,2.80E+01,2.90E+01,2.70E+01,2.80E+01,2.90E+01,2.80E+01,2.80E+01,2.40E+01,2.60E+01,2.50E+01,2.10E+01,2.70E+01,2.60E+01,2.10E+01,2.00E+01,,2.83E+01
2.90E+01,2.50E+01,2.30E+01,2.30E+01,2.50E+01,2.40E+01,2.80E+01,2.70E+01,2.70E+01,2.50E+01,2.60E+01,2.10E+01,2.50E+01,2.40E+01,2.30E+01,2.40E+01,2.60E+01,2.00E+01,1.90E+01,2.00E+01,1.40E+01,2.20E+01,2.40E+01,2.10E+01,2.00E+01,1.80E+01,1.50E+01,1.70E+01,2.50E+01,1.90E+01,2.00E+01,2.10E+01,2.30E+01,2.00E+01,1.70E+01,2.30E+01,2.20E+01,2.10E+01,2.10E+01,1.90E+01,2.00E+01,1.90E+01,2.30E+01,1.80E+01,2.20E+01,1.90E+01,2.20E+01,1.90E+01,1.90E+01,1.70E+01,1.90E+01,2.10E+01,1.80E+01,1.50E+01,2.00E+01,2.40E+01,2.10E+01,1.70E+01,2.10E+01,1.30E+01,1.80E+01,1.90E+01,2.00E+01,1.60E+01,1.60E+01,2.00E+01,1.80E+01,2.10E+01,2.30E+01,1.70E+01,2.00E+01,2.30E+01,2.10E+01,2.00E+01,1.70E+01,1.90E+01,1.80E+01,2.10E+01,2.20E+01,2.00E+01,2.10E+01,2.30E+01,2.10E+01,1.90E+01,2.00E+01,1.60E+01,2.00E+01,1.90E+01,2.20E+01,1.80E+01,2.00E+01,2.10E+01,2.00E+01,2.00E+01,2.00E+01,2.20E+01,2.10E+01,2.10E+01,2.10E+01,1.90E+01,1.90E+01,2.40E+01,1.60E+01,2.00E+01,2.00E+01,2.50E+01,1.90E+01,2.10E+01,1.80E+01,2.30E+01,1.60E+01,2.30E+01,1.90E+01,2.20E+01,2.30E+01,2.20E+01,1.70E+01,1.90E+01,2.40E+01,2.60E+01,1.90E+01,1.70E+01,1.80E+01,1.80E+01,2.00E+01,2.30E+01,1.80E+01,2.10E+01,2.10E+01,1.70E+01,1.50E+01,2.00E+01,2.00E+01,1.90E+01,2.10E+01,2.60E+01,1.70E+01,2.10E+01,,2.05E+01
1.80E+01,1.80E+01,1.90E+01,2.30E+01,2.10E+01,2.20E+01,1.60E+01,2.30E+01,1.90E+01,2.10E+01,2.30E+01,1.60E+01,1.70E+01,1.90E+01,2.20E+01,1.80E+01,2.30E+01,2.10E+01,2.00E+01,2.10E+01,2.00E+01,1.90E+01,2.00E+01,2.50E+01,2.20E+01,1.90E+01,2.10E+01,1.60E+01,2.00E+01,1.90E+01,2.10E+01,2.30E+01,1.80E+01,2.00E+01,2.20E+01,1.80E+01,1.80E+01,1.80E+01,2.50E+01,2.50E+01,1.80E+01,1.80E+01,2.20E+01,2.30E+01,2.30E+01,2.40E+01,2.20E+01,2.50E+01,2.00E+01,2.50E+01,1.80E+01,2.10E+01,2.20E+01,2.40E+01,2.50E+01,1.90E+01,2.40E+01,1.80E+01,2.00E+01,1.90E+01,2.30E+01,2.10E+01,2.10E+01,1.80E+01,2.00E+01,2.40E+01,2.00E+01,1.90E+01,2.10E+01,2.20E+01,2.30E+01,2.10E+01,2.20E+01,2.40E+01,2.30E+01,1.90E+01,2.30E+01,2.50E+01,2.20E+01,2.30E+01,2.00E+01,2.50E+01,1.70E+01,2.00E+01,1.70E+01,1.50E+01,2.00E+01,1.60E+01,2.00E+01,2.60E+01,1.70E+01,1.80E+01,1.60E+01,1.90E+01,1.90E+01,2.50E+01,1.80E+01,2.50E+01,2.10E+01,2.20E+01,2.40E+01,2.00E+01,2.50E+01,1.80E+01,1.80E+01,1.80E+01,2.10E+01,1.90E+01,2.10E+01,2.20E+01,1.90E+01,1.80E+01,2.10E+01,1.70E+01,2.00E+01,2.20E+01,2.20E+01,2.10E+01,1.40E+01,1.70E+01,1.70E+01,1.90E+01,2.00E+01,2.10E+01,2.30E+01,2.20E+01,2.90E+01,1.60E+01,1.90E+01,1.80E+01,2.10E+01,2.10E+01,1.80E+01,2.20E+01,1.70E+01,1.80E+01,2.10E+01,1.60E+01,,2.05E+01
2.50E+01,2.00E+01,1.90E+01,2.00E+01,2.10E+01,2.00E+01,1.50E+01,2.00E+01,1.60E+01,2.20E+01,2.40E+01,2.00E+01,1.90E+01,1.90E+01,2.10E+01,1.90E+01,2.40E+01,1.80E+01,1.30E+01,1.70E+01,2.00E+01,2.10E+01,2.10E+01,2.10E+01,2.30E+01,1.90E+01,2.00E+01,1.90E+01,2.00E+01,1.80E+01,2.00E+01,1.90E+01,2.20E+01,2.10E+01,1.90E+01,2.30E+01,2.10E+01,2.20E+01,2.20E+01,2.00E+01,2.20E+01,2.10E+01,2.20E+01,1.70E+01,2.40E+01,1.90E+01,2.10E+01,2.50E+01,2.00E+01,2.00E+01,2.50E+01,2.00E+01,2.00E+01,2.00E+01,2.10E+01,2.20E+01,1.80E+01,1.90E+01,1.50E+01,2.40E+01,1.90E+01,2.00E+01,1.40E+01,1.60E+01,2.00E+01,2.20E+01,1.90E+01,2.00E+01,1.90E+01,2.30E+01,1.80E+01,2.10E+01,2.20E+01,1.80E+01,2.50E+01,1.80E+01,2.60E+01,2.00E+01,2.10E+01,1.80E+01,1.60E+01,2.20E+01,2.40E+01,2.10E+01,2.40E+01,2.40E+01,1.80E+01,1.70E+01,2.10E+01,2.10E+01,2.00E+01,1.80E+01,2.30E+01,2.40E+01,1.40E+01,2.30E+01,2.50E+01,1.60E+01,1.70E+01,1.60E+01,2.10E+01,1.70E+01,2.10E+01,2.10E+01,1.80E+01,2.00E+01,1.80E+01,2.30E+01,1.60E+01,2.00E+01,2.70E+01,1.70E+01,1.80E+01,1.70E+01,2.70E+01,2.50E+01,1.80E+01,2.40E+01,2.30E+01,1.90E+01,1.90E+01,2.30E+01,2.40E+01,2.20E+01,1.60E+01,2.00E+01,2.10E+01,2.10E+01,1.70E+01,1.90E+01,1.70E+01,2.30E+01,1.70E+01,1.80E+01,2.20E+01,2.30E+01,2.20E+01,2.00E+01,,2.03E+01
1.60E+01,1.80E+01,2.40E+01,1.70E+01,2.00E+01,2.30E+01,2.00E+01,2.40E+01,1.40E+01,1.30E+01,2.20E+01,1.60E+01,2.20E+01,2.70E+01,1.70E+01,1.80E+01,2.50E+01,1.90E+01,2.10E+01,2.30E+01,2.00E+01,1.90E+01,1.70E+01,1.60E+01,2.30E+01,2.30E+01,2.40E+01,1.60E+01,1.70E+01,1.80E+01,2.20E+01,2.20E+01,2.00E+01,1.90E+01,2.00E+01,1.50E+01,1.50E+01,1.70E+01,1.90E+01,2.10E+01,2.40E+01,1.80E+01,1.50E+01,1.90E+01,1.80E+01,1.70E+01,2.50E+01,1.70E+01,2.10E+01,1.70E+01,2.10E+01,2.40E+01,1.90E+01,1.20E+01,2.00E+01,1.90E+01,1.90E+01,2.00E+01,1.80E+01,1.80E+01,2.00E+01,1.70E+01,1.80E+01,2.00E+01,2.20E+01,2.10E+01,1.70E+01,1.90E+01,2.30E+01,2.30E+01,2.00E+01,2.00E+01,2.20E+01,2.10E+01,2.20E+01,1.60E+01,1.40E+01,2.10E+01,2.10E+01,2.20E+01,2.10E+01,2.30E+01,2.00E+01,1.70E+01,1.80E+01,2.00E+01,2.10E+01,2.10E+01,1.60E+01,1.90E+01,2.40E+01,1.60E+01,2.30E+01,1.90E+01,2.10E+01,2.50E+01,2.00E+01,2.10E+01,2.00E+01,1.60E+01,1.70E+01,1.90E+01,1.60E+01,2.10E+01,1.80E+01,1.90E+01,1.80E+01,1.90E+01,2.10E+01,2.00E+01,1.40E+01,1.90E+01,2.30E+01,1.80E+01,1.80E+01,2.00E+01,2.00E+01,2.20E+01,2.30E+01,1.50E+01,1.10E+01,2.00E+01,2.10E+01,1.80E+01,1.70E+01,1.80E+01,2.10E+01,1.60E+01,1.90E+01,1.30E+01,1.60E+01,1.70E+01,1.40E+01,1.60E+01,2.00E+01,2.10E+01,1.30E+01,1.70E+01,,1.92E+01
1.70E+01,1.80E+01,1.50E+01,1.20E+01,1.70E+01,1.50E+01,1.60E+01,1.30E+01,2.40E+01,1.50E+01,1.40E+01,1.20E+01,1.30E+01,1.00E+01,1.50E+01,2.30E+01,1.60E+01,1.60E+01,1.90E+01,1.50E+01,1.40E+01,1.80E+01,1.70E+01,1.90E+01,1.90E+01,2.00E+01,2.40E+01,1.50E+01,1.60E+01,1.70E+01,1.50E+01,1.80E+01,2.00E+01,1.30E+01,1.20E+01,1.80E+01,1.80E+01,1.70E+01,1.60E+01,1.70E+01,1.90E+01,1.40E+01,1.50E+01,1.70E+01,2.00E+01,1.60E+01,1.60E+01,1.50E+01,2.00E+01,2.00E+01,2.30E+01,1.90E+01,1.50E+01,2.00E+01,2.10E+01,1.50E+01,1.80E+01,2.40E+01,1.90E+01,1.90E+01,2.30E+01,1.90E+01,2.30E+01,1.50E+01,1.80E+01,1.70E+01,1.80E+01,1.50E+01,2.40E+01,1.50E+01,2.10E+01,1.80E+01,1.60E+01,1.70E+01,2.20E+01,2.00E+01,1.70E+01,2.40E+01,1.30E+01,2.00E+01,1.60E+01,1.60E+01,1.70E+01,2.20E+01,1.70E+01,2.00E+01,1.80E+01,1.70E+01,1.60E+01,2.20E+01,2.00E+01,1.90E+01,1.40E+01,1.80E+01,1.30E+01,1.90E+01,1.50E+01,1.60E+01,1.70E+01,1.80E+01,1.50E+01,1.90E+01,1.70E+01,2.00E+01,1.60E+01,2.50E+01,1.20E+01,1.20E+01,1.60E+01,1.30E+01,1.60E+01,1.20E+01,1.70E+01,1.40E+01,1.60E+01,1.50E+01,1.50E+01,1.40E+01,1.40E+01,1.90E+01,1.10E+01,1.10E+01,1.40E+01,1.50E+01,1.70E+01,1.40E+01,1.40E+01,1.50E+01,1.30E+01,1.40E+01,1.50E+01,1.30E+01,1.00E+01,1.00E+01,1.10E+01,1.30E+01,1.50E+01,1.40E+01,,1.67E+01
1.80E+01,1.40E+01,1.00E+01,1.70E+01,1.90E+01,1.00E+01,9.00E+00,1.00E+01,1.30E+01,1.10E+01,1.60E+01,1.30E+01,1.70E+01,1.30E+01,1.20E+01,1.60E+01,1.80E+01,1.10E+01,1.40E+01,1.50E+01,1.40E+01,1.40E+01,1.40E+01,1.20E+01,1.20E+01,1.10E+01,1.50E+01,1.80E+01,1.00E+01,1.30E+01,1.10E+01,1.40E+01,1.70E+01,1.60E+01,1.10E+01,1.70E+01,1.20E+01,1.50E+01,1.10E+01,1.70E+01,1.20E+01,1.90E+01,1.40E+01,1.30E+01,1.00E+01,1.70E+01,8.00E+00,9.00E+00,1.80E+01,1.10E+01,1.50E+01,1.50E+01,9.00E+00,1.40E+01,1.10E+01,9.00E+00,1.30E+01,1.50E+01,1.70E+01,9.00E+00,1.30E+01,1.30E+01,1.50E+01,1.20E+01,1.10E+01,1.60E+01,1.30E+01,1.90E+01,1.90E+01,1.10E+01,1.20E+01,1.10E+01,1.10E+01,1.60E+01,1.40E+01,1.10E+01,1.10E+01,1.50E+01,1.30E+01,1.70E+01,1.20E+01,1.50E+01,1.40E+01,1.50E+01,1.60E+01,1.30E+01,1.00E+01,1.80E+01,1.30E+01,1.30E+01,1.40E+01,1.40E+01,8.00E+00,1.60E+01,1.30E+01,2.10E+01,1.40E+01,1.90E+01,1.20E+01,2.00E+01,1.40E+01,1.30E+01,1.30E+01,1.20E+01,1.40E+01,1.60E+01,1.40E+01,1.40E+01,1.80E+01,1.20E+01,1.30E+01,1.60E+01,1.80E+01,1.40E+01,1.60E+01,1.70E+01,1.20E+01,1.60E+01,1.60E+01,1.30E+01,1.40E+01,1.90E+01,1.40E+01,1.40E+01,2.10E+01,1.20E+01,1.50E+01,1.00E+01,1.50E+01,1.40E+01,1.20E+01,1.40E+01,1.50E+01,1.90E+01,1.30E+01,1.50E+01,1.40E+01,1.40E+01,,1.40E+01
1.20E+01,2.00E+01,1.80E+01,1.20E+01,1.40E+01,1.50E+01,2.20E+01,1.30E+01,1.40E+01,1.20E+01,1.60E+01,1.40E+01,1.80E+01,1.80E+01,1.60E+01,1.50E+01,1.80E+01,1.40E+01,1.40E+01,1.50E+01,2.10E+01,1.20E+01,1.40E+01,1.70E+01,1.60E+01,1.60E+01,1.10E+01,1.60E+01,1.70E+01,1.10E+01,1.60E+01,1.60E+01,1.80E+01,1.70E+01,1.70E+01,1.40E+01,2.10E+01,1.60E+01,2.30E+01,1.20E+01,2.20E+01,1.40E+01,1.50E+01,1.70E+01,1.50E+01,1.50E+01,1.60E+01,1.20E+01,1.40E+01,1.80E+01,2.00E+01,1.80E+01,1.60E+01,2.10E+01,1.80E+01,1.40E+01,1.60E+01,1.60E+01,1.10E+01,2.00E+01,1.60E+01,1.30E+01,1.40E+01,1.70E+01,1.10E+01,1.30E+01,1.20E+01,1.40E+01,2.00E+01,1.60E+01,1.70E+01,2.00E+01,2.10E+01,1.90E+01,1.60E+01,1.70E+01,1.60E+01,2.00E+01,1.60E+01,1.20E+01,1.60E+01,1.40E+01,1.90E+01,1.30E+01,1.80E+01,1.60E+01,1.50E+01,1.50E+01,1.60E+01,1.80E+01,1.20E+01,1.60E+01,1.60E+01,2.00E+01,2.20E+01,1.80E+01,1.80E+01,1.60E+01,1.20E+01,1.20E+01,1.90E+01,1.30E+01,1.60E+01,1.00E+01,1.10E+01,1.50E+01,1.40E+01,1.10E+01,1.40E+01,1.10E+01,1.40E+01,1.70E+01,1.60E+01,1.30E+01,2.00E+01,8.00E+00,1.60E+01,1.90E+01,1.80E+01,1.50E+01,1.20E+01,9.00E+00,1.20E+01,1.00E+01,1.70E+01,1.60E+01,1.20E+01,1.60E+01,1.50E+01,1.40E+01,1.70E+01,1.60E+01,9.00E+00,1.30E+01,1.10E+01,1.40E+01,1.40E+01,8.00E+00,,1.54E+01
1.20E+01,1.20E+01,1.10E+01,1.00E+01,1.00E+01,1.20E+01,1.30E+01,1.90E+01,1.50E+01,1.50E+01,1.00E+01,1.30E+01,1.40E+01,1.30E+01,1.80E+01,1.50E+01,8.00E+00,2.00E+01,1.30E+01,1.00E+01,1.70E+01,1.40E+01,1.50E+01,1.80E+01,1.10E+01,1.30E+01,1.40E+01,1.00E+01,1.40E+01,1.70E+01,8.00E+00,1.50E+01,1.60E+01,1.90E+01,1.00E+01,9.00E+00,1.60E+01,1.40E+01,8.00E+00,9.00E+00,1.60E+01,1.30E+01,1.40E+01,1.50E+01,9.00E+00,1.10E+01,1.40E+01,1.20E+01,1.10E+01,1.40E+01,1.50E+01,1.70E+01,1.40E+01,1.20E+01,9.00E+00,1.40E+01,1.20E+01,1.30E+01,1.20E+01,1.20E+01,1.20E+01,1.50E+01,1.00E+01,1.80E+01,1.30E+01,1.10E+01,1.40E+01,1.40E+01,9.00E+00,1.80E+01,1.30E+01,1.20E+01,9.00E+00,9.00E+00,1.00E+01,1.60E+01,1.00E+01,1.20E+01,1.50E+01,1.00E+01,1.50E+01,1.40E+01,1.40E+01,1.10E+01,1.30E+01,1.30E+01,1.20E+01,1.30E+01,1.40E+01,1.40E+01,1.40E+01,8.00E+00,1.20E+01,1.00E+01,1.20E+01,9.00E+00,9.00E+00,1.70E+01,1.00E+01,1.70E+01,1.50E+01,1.60E+01,1.00E+01,1.00E+01,1.20E+01,1.60E+01,1.40E+01,1.30E+01,1.30E+01,1.10E+01,8.00E+00,1.50E+01,1.00E+01,1.50E+01,1.80E+01,1.20E+01,1.50E+01,1.20E+01,1.20E+01,1.20E+01,1.00E+01,7.00E+00,1.70E+01,1.50E+01,9.00E+00,1.00E+01,1.10E+01,1.10E+01,1.00E+01,1.20E+01,1.10E+01,9.00E+00,1.60E+01,1.10E+01,1.40E+01,1.10E+01,1.50E+01,1.60E+01,,1.28E+01
1.40E+01,1.40E+01,1.60E+01,1.80E+01,1.20E+01,1.20E+01,1.00E+01,1.50E+01,1.50E+01,1.30E+01,1.20E+01,1.50E+01,1.30E+01,1.20E+01,1.50E+01,8.00E+00,1.00E+01,1.40E+01,9.00E+00,1.10E+01,1.20E+01,1.60E+01,1.20E+01,1.40E+01,1.20E+01,9.00E+00,1.10E+01,9.00E+00,1.30E+01,1.20E+01,9.00E+00,1.30E+01,1.10E+01,1.70E+01,1.30E+01,1.70E+01,1.10E+01,8.00E+00,1.40E+01,1.40E+01,1.40E+01,1.30E+01,1.80E+01,9.00E+00,1.50E+01,1.40E+01,1.50E+01,1.20E+01,1.10E+01,1.40E+01,1.50E+01,1.60E+01,1.20E+01,1.40E+01,1.80E+01,1.10E+01,8.00E+00,1.50E+01,9.00E+00,1.10E+01,1.20E+01,1.30E+01,1.60E+01,1.10E+01,1.30E+01,1.10E+01,1.40E+01,1.40E+01,1.80E+01,1.40E+01,9.00E+00,1.70E+01,1.30E+01,1.00E+01,9.00E+00,1.70E+01,1.10E+01,1.30E+01,1.60E+01,9.00E+00,1.50E+01,1.50E+01,1.50E+01,1.80E+01,1.00E+01,1.30E+01,1.20E+01,1.10E+01,1.90E+01,1.10E+01,1.40E+01,1.30E+01,1.10E+01,1.40E+01,1.20E+01,1.00E+01,1.70E+01,1.30E+01,1.30E+01,1.50E+01,1.60E+01,1.20E+01,1.00E+01,1.00E+01,1.10E+01,1.20E+01,8.00E+00,1.10E+01,1.20E+01,9.00E+00,1.50E+01,1.50E+01,9.00E+00,1.70E+01,1.20E+01,1.30E+01,1.10E+01,1.20E+01,1.30E+01,1.60E+01,7.00E+00,7.00E+00,1.70E+01,1.40E+01,1.60E+01,1.40E+01,1.30E+01,1.20E+01,1.30E+01,1.20E+01,1.10E+01,1.00E+01,1.50E+01,1.40E+01,1.10E+01,1.70E+01,1.30E+01,1.60E+01,,1.29E+01
